date,cash_type,card,money,coffee_name,time,year,month,day_of_week,hour,time_period,price_tier
2024-10-11,card,ANON-0000-0000-0714,35.76,Cappuccino,14:50:08.761,2024,10,Friday,14,Afternoon,Medium
2024-10-11,card,ANON-0000-0000-0746,35.76,Latte,17:12:07.333,2024,10,Friday,17,Evening,Medium
2024-10-11,card,ANON-0000-0000-0746,35.76,Hot Chocolate,17:13:21.597,2024,10,Friday,17,Evening,Medium
2024-10-11,card,ANON-0000-0000-0747,35.76,Hot Chocolate,17:26:11.166,2024,10,Friday,17,Evening,Medium
2024-10-11,card,ANON-0000-0000-0690,35.76,Latte,21:48:37.720,2024,10,Friday,21,Evening,Medium
2024-10-11,card,ANON-0000-0000-0748,30.86,Americano with Milk,21:53:53.607,2024,10,Friday,21,Evening,Medium
2024-10-11,card,ANON-0000-0000-0749,35.76,Hot Chocolate,22:36:27.633,2024,10,Friday,22,Evening,Medium
2024-10-11,card,ANON-0000-0000-0749,35.76,Hot Chocolate,22:37:26.701,2024,10,Friday,22,Evening,Medium
2024-10-12,card,ANON-0000-0000-0141,25.96,Cortado,08:28:15.518,2024,10,Saturday,8,Morning,Low
2024-10-12,card,ANON-0000-0000-0650,25.96,Cortado,10:31:38.899,2024,10,Saturday,10,Morning,Low
2024-10-12,card,ANON-0000-0000-0650,25.96,Cortado,10:32:55.522,2024,10,Saturday,10,Morning,Low
2024-10-12,card,ANON-0000-0000-0507,35.76,Latte,11:52:15.499,2024,10,Saturday,11,Morning,Medium
2024-10-12,card,ANON-0000-0000-0750,30.86,Americano with Milk,11:53:41.093,2024,10,Saturday,11,Morning,Medium
2024-10-12,card,ANON-0000-0000-0751,35.76,Cappuccino,13:18:47.055,2024,10,Saturday,13,Afternoon,Medium
2024-10-12,card,ANON-0000-0000-0507,35.76,Latte,20:10:53.912,2024,10,Saturday,20,Evening,Medium
2024-10-13,card,ANON-0000-0000-0141,25.96,Cortado,09:54:55.187,2024,10,Sunday,9,Morning,Low
2024-10-13,card,ANON-0000-0000-0752,30.86,Americano with Milk,12:20:46.595,2024,10,Sunday,12,Afternoon,Medium
2024-10-13,card,ANON-0000-0000-0650,25.96,Cortado,13:32:29.520,2024,10,Sunday,13,Afternoon,Low
2024-10-13,card,ANON-0000-0000-0650,21.06,Espresso,13:33:29.385,2024,10,Sunday,13,Afternoon,Low
2024-10-13,card,ANON-0000-0000-0650,25.96,Cortado,13:34:25.907,2024,10,Sunday,13,Afternoon,Low
2024-10-13,card,ANON-0000-0000-0507,35.76,Latte,17:53:20.717,2024,10,Sunday,17,Evening,Medium
2024-10-13,card,ANON-0000-0000-0507,35.76,Latte,17:54:22.430,2024,10,Sunday,17,Evening,Medium
2024-10-13,card,ANON-0000-0000-0753,35.76,Cappuccino,18:22:58.819,2024,10,Sunday,18,Evening,Medium
2024-10-13,card,ANON-0000-0000-0257,35.76,Cappuccino,20:43:04.928,2024,10,Sunday,20,Evening,Medium
2024-10-14,card,ANON-0000-0000-0276,30.86,Americano with Milk,08:26:54.639,2024,10,Monday,8,Morning,Medium
2024-10-14,card,ANON-0000-0000-0754,35.76,Cocoa,09:49:54.551,2024,10,Monday,9,Morning,Medium
2024-10-14,card,ANON-0000-0000-0141,25.96,Cortado,10:27:51.106,2024,10,Monday,10,Morning,Low
2024-10-14,card,ANON-0000-0000-0440,35.76,Latte,10:38:06.758,2024,10,Monday,10,Morning,Medium
2024-10-14,card,ANON-0000-0000-0440,35.76,Latte,10:39:13.716,2024,10,Monday,10,Morning,Medium
2024-10-14,card,ANON-0000-0000-0755,35.76,Cappuccino,11:23:50.576,2024,10,Monday,11,Morning,Medium
2024-10-14,card,ANON-0000-0000-0225,25.96,Americano,11:25:37.299,2024,10,Monday,11,Morning,Low
2024-10-14,card,ANON-0000-0000-0225,25.96,Americano,11:26:45.245,2024,10,Monday,11,Morning,Low
2024-10-14,card,ANON-0000-0000-0756,35.76,Latte,14:36:07.136,2024,10,Monday,14,Afternoon,Medium
2024-10-14,card,ANON-0000-0000-0507,35.76,Latte,14:49:51.462,2024,10,Monday,14,Afternoon,Medium
2024-10-14,card,ANON-0000-0000-0757,25.96,Americano,16:37:47.466,2024,10,Monday,16,Afternoon,Low
2024-10-14,card,ANON-0000-0000-0758,35.76,Latte,18:19:19.191,2024,10,Monday,18,Evening,Medium
2024-10-14,card,ANON-0000-0000-0758,35.76,Cappuccino,18:20:20.584,2024,10,Monday,18,Evening,Medium
2024-10-14,card,ANON-0000-0000-0759,35.76,Latte,22:08:53.730,2024,10,Monday,22,Evening,Medium
2024-10-14,card,ANON-0000-0000-0760,35.76,Latte,22:10:23.672,2024,10,Monday,22,Evening,Medium
2024-10-14,card,ANON-0000-0000-0510,35.76,Latte,22:21:53.865,2024,10,Monday,22,Evening,Medium
2024-10-15,card,ANON-0000-0000-0141,25.96,Cortado,08:14:28.667,2024,10,Tuesday,8,Morning,Low
2024-10-15,card,ANON-0000-0000-0761,21.06,Espresso,08:34:17.867,2024,10,Tuesday,8,Morning,Low
2024-10-15,card,ANON-0000-0000-0762,35.76,Hot Chocolate,11:13:21.963,2024,10,Tuesday,11,Morning,Medium
2024-10-15,card,ANON-0000-0000-0736,35.76,Latte,11:15:20.622,2024,10,Tuesday,11,Morning,Medium
2024-10-15,card,ANON-0000-0000-0736,35.76,Hot Chocolate,11:16:27.469,2024,10,Tuesday,11,Morning,Medium
2024-10-15,card,ANON-0000-0000-0763,35.76,Latte,13:00:43.233,2024,10,Tuesday,13,Afternoon,Medium
2024-10-15,card,ANON-0000-0000-0764,30.86,Americano with Milk,13:15:44.836,2024,10,Tuesday,13,Afternoon,Medium
2024-10-15,card,ANON-0000-0000-0683,35.76,Latte,15:32:11.278,2024,10,Tuesday,15,Afternoon,Medium
2024-10-15,card,ANON-0000-0000-0765,25.96,Americano,15:54:16.513,2024,10,Tuesday,15,Afternoon,Low
2024-10-15,card,ANON-0000-0000-0765,21.06,Espresso,15:55:19.039,2024,10,Tuesday,15,Afternoon,Low
2024-10-15,card,ANON-0000-0000-0766,35.76,Hot Chocolate,17:04:11.335,2024,10,Tuesday,17,Evening,Medium
2024-10-15,card,ANON-0000-0000-0767,25.96,Americano,19:22:21.379,2024,10,Tuesday,19,Evening,Low
2024-10-15,card,ANON-0000-0000-0767,35.76,Cocoa,19:23:17.353,2024,10,Tuesday,19,Evening,Medium
2024-10-15,card,ANON-0000-0000-0507,35.76,Latte,20:11:14.884,2024,10,Tuesday,20,Evening,Medium
2024-10-15,card,ANON-0000-0000-0507,35.76,Latte,20:12:28.631,2024,10,Tuesday,20,Evening,Medium
2024-10-15,card,ANON-0000-0000-0040,35.76,Hot Chocolate,21:18:08.409,2024,10,Tuesday,21,Evening,Medium
2024-10-15,card,ANON-0000-0000-0040,35.76,Hot Chocolate,21:35:19.943,2024,10,Tuesday,21,Evening,Medium
2024-10-15,card,ANON-0000-0000-0690,35.76,Latte,22:15:19.653,2024,10,Tuesday,22,Evening,Medium
2024-10-16,card,ANON-0000-0000-0276,30.86,Americano with Milk,08:21:26.013,2024,10,Wednesday,8,Morning,Medium
2024-10-16,card,ANON-0000-0000-0696,35.76,Hot Chocolate,08:36:23.588,2024,10,Wednesday,8,Morning,Medium
2024-10-16,card,ANON-0000-0000-0570,35.76,Latte,09:25:51.175,2024,10,Wednesday,9,Morning,Medium
2024-10-16,card,ANON-0000-0000-0571,30.86,Americano with Milk,10:15:47.944,2024,10,Wednesday,10,Morning,Medium
2024-10-16,card,ANON-0000-0000-0571,30.86,Americano with Milk,10:16:53.739,2024,10,Wednesday,10,Morning,Medium
2024-10-16,card,ANON-0000-0000-0333,30.86,Americano with Milk,10:45:24.963,2024,10,Wednesday,10,Morning,Medium
2024-10-16,card,ANON-0000-0000-0768,25.96,Americano,11:49:44.633,2024,10,Wednesday,11,Morning,Low
2024-10-16,card,ANON-0000-0000-0769,30.86,Americano with Milk,12:29:44.254,2024,10,Wednesday,12,Afternoon,Medium
2024-10-16,card,ANON-0000-0000-0764,25.96,Americano,13:20:10.470,2024,10,Wednesday,13,Afternoon,Low
2024-10-16,card,ANON-0000-0000-0770,35.76,Latte,16:45:29.537,2024,10,Wednesday,16,Afternoon,Medium
2024-10-16,card,ANON-0000-0000-0510,30.86,Americano with Milk,17:43:20.657,2024,10,Wednesday,17,Evening,Medium
2024-10-16,card,ANON-0000-0000-0771,30.86,Americano with Milk,19:37:42.411,2024,10,Wednesday,19,Evening,Medium
2024-10-16,card,ANON-0000-0000-0771,30.86,Americano with Milk,19:38:36.648,2024,10,Wednesday,19,Evening,Medium
2024-10-16,card,ANON-0000-0000-0772,35.76,Hot Chocolate,21:20:28.533,2024,10,Wednesday,21,Evening,Medium
2024-10-17,card,ANON-0000-0000-0696,35.76,Latte,07:47:00.921,2024,10,Thursday,7,Morning,Medium
2024-10-17,card,ANON-0000-0000-0570,35.76,Latte,07:58:06.763,2024,10,Thursday,7,Morning,Medium
2024-10-17,card,ANON-0000-0000-0773,30.86,Americano with Milk,09:24:27.162,2024,10,Thursday,9,Morning,Medium
2024-10-17,card,ANON-0000-0000-0510,35.76,Latte,10:26:37.790,2024,10,Thursday,10,Morning,Medium
2024-10-17,card,ANON-0000-0000-0313,35.76,Hot Chocolate,10:44:54.232,2024,10,Thursday,10,Morning,Medium
2024-10-17,card,ANON-0000-0000-0774,30.86,Americano with Milk,11:59:26.853,2024,10,Thursday,11,Morning,Medium
2024-10-17,card,ANON-0000-0000-0775,35.76,Latte,13:57:24.895,2024,10,Thursday,13,Afternoon,Medium
2024-10-17,card,ANON-0000-0000-0776,25.96,Americano,14:34:42.598,2024,10,Thursday,14,Afternoon,Low
2024-10-17,card,ANON-0000-0000-0702,35.76,Hot Chocolate,16:37:12.586,2024,10,Thursday,16,Afternoon,Medium
2024-10-17,card,ANON-0000-0000-0702,35.76,Hot Chocolate,16:38:17.969,2024,10,Thursday,16,Afternoon,Medium
2024-10-17,card,ANON-0000-0000-0702,35.76,Latte,16:39:09.606,2024,10,Thursday,16,Afternoon,Medium
2024-10-17,card,ANON-0000-0000-0777,35.76,Hot Chocolate,16:48:35.857,2024,10,Thursday,16,Afternoon,Medium
2024-10-17,card,ANON-0000-0000-0777,35.76,Hot Chocolate,16:49:33.156,2024,10,Thursday,16,Afternoon,Medium
2024-10-17,card,ANON-0000-0000-0258,35.76,Cappuccino,17:08:27.751,2024,10,Thursday,17,Evening,Medium
2024-10-17,card,ANON-0000-0000-0258,35.76,Hot Chocolate,17:09:30.303,2024,10,Thursday,17,Evening,Medium
2024-10-17,card,ANON-0000-0000-0507,35.76,Latte,19:43:12.167,2024,10,Thursday,19,Evening,Medium
2024-10-17,card,ANON-0000-0000-0778,30.86,Americano with Milk,20:11:36.404,2024,10,Thursday,20,Evening,Medium
2024-10-17,card,ANON-0000-0000-0779,35.76,Latte,21:46:12.945,2024,10,Thursday,21,Evening,Medium
2024-10-17,card,ANON-0000-0000-0779,35.76,Latte,21:47:20.461,2024,10,Thursday,21,Evening,Medium
2024-10-17,card,ANON-0000-0000-0779,35.76,Latte,21:48:31.699,2024,10,Thursday,21,Evening,Medium
2024-10-17,card,ANON-0000-0000-0779,35.76,Hot Chocolate,21:49:54.619,2024,10,Thursday,21,Evening,Medium
2024-10-18,card,ANON-0000-0000-0012,35.76,Cocoa,08:41:59.489,2024,10,Friday,8,Morning,Medium
2024-10-18,card,ANON-0000-0000-0054,35.76,Cocoa,08:42:59.176,2024,10,Friday,8,Morning,Medium
2024-10-18,card,ANON-0000-0000-0003,35.76,Cocoa,09:32:41.501,2024,10,Friday,9,Morning,Medium
2024-10-18,card,ANON-0000-0000-0003,35.76,Cocoa,09:34:08.021,2024,10,Friday,9,Morning,Medium
2024-10-18,card,ANON-0000-0000-0780,35.76,Cappuccino,09:55:20.229,2024,10,Friday,9,Morning,Medium
2024-10-18,card,ANON-0000-0000-0780,35.76,Cappuccino,11:54:58.816,2024,10,Friday,11,Morning,Medium
2024-10-18,card,ANON-0000-0000-0781,35.76,Latte,14:51:04.117,2024,10,Friday,14,Afternoon,Medium
2024-10-18,card,ANON-0000-0000-0781,35.76,Cappuccino,14:52:15.325,2024,10,Friday,14,Afternoon,Medium
2024-10-18,card,ANON-0000-0000-0683,25.96,Americano,15:39:19.970,2024,10,Friday,15,Afternoon,Low
2024-10-18,card,ANON-0000-0000-0782,35.76,Latte,16:09:57.876,2024,10,Friday,16,Afternoon,Medium
2024-10-18,card,ANON-0000-0000-0783,35.76,Hot Chocolate,17:45:38.978,2024,10,Friday,17,Evening,Medium
2024-10-18,card,ANON-0000-0000-0012,35.76,Cocoa,21:14:40.243,2024,10,Friday,21,Evening,Medium
2024-10-18,card,ANON-0000-0000-0012,35.76,Cocoa,21:15:22.513,2024,10,Friday,21,Evening,Medium
2024-10-18,card,ANON-0000-0000-0784,30.86,Americano with Milk,21:52:23.408,2024,10,Friday,21,Evening,Medium
2024-10-18,card,ANON-0000-0000-0690,35.76,Latte,22:03:26.964,2024,10,Friday,22,Evening,Medium
2024-10-19,card,ANON-0000-0000-0785,30.86,Americano with Milk,08:34:13.654,2024,10,Saturday,8,Morning,Medium
2024-10-19,card,ANON-0000-0000-0019,35.76,Latte,13:22:06.088,2024,10,Saturday,13,Afternoon,Medium
2024-10-19,card,ANON-0000-0000-0355,35.76,Cappuccino,14:10:32.609,2024,10,Saturday,14,Afternoon,Medium
2024-10-19,card,ANON-0000-0000-0507,35.76,Hot Chocolate,15:56:55.218,2024,10,Saturday,15,Afternoon,Medium
2024-10-19,card,ANON-0000-0000-0507,35.76,Latte,15:59:24.076,2024,10,Saturday,15,Afternoon,Medium
2024-10-19,card,ANON-0000-0000-0494,35.76,Latte,16:02:45.831,2024,10,Saturday,16,Afternoon,Medium
2024-10-19,card,ANON-0000-0000-0696,35.76,Latte,16:17:42.515,2024,10,Saturday,16,Afternoon,Medium
2024-10-19,card,ANON-0000-0000-0690,35.76,Cocoa,21:46:45.517,2024,10,Saturday,21,Evening,Medium
2024-10-19,card,ANON-0000-0000-0786,35.76,Cappuccino,22:46:37.697,2024,10,Saturday,22,Evening,Medium
2024-10-20,card,ANON-0000-0000-0570,35.76,Latte,08:40:43.966,2024,10,Sunday,8,Morning,Medium
2024-10-20,card,ANON-0000-0000-0570,35.76,Cocoa,08:41:50.471,2024,10,Sunday,8,Morning,Medium
2024-10-20,card,ANON-0000-0000-0787,35.76,Latte,11:16:51.841,2024,10,Sunday,11,Morning,Medium
2024-10-20,card,ANON-0000-0000-0650,35.76,Hot Chocolate,14:28:46.044,2024,10,Sunday,14,Afternoon,Medium
2024-10-20,card,ANON-0000-0000-0650,25.96,Cortado,14:29:43.545,2024,10,Sunday,14,Afternoon,Low
2024-10-20,card,ANON-0000-0000-0455,30.86,Americano with Milk,15:52:45.055,2024,10,Sunday,15,Afternoon,Medium
2024-10-20,card,ANON-0000-0000-0788,35.76,Latte,16:45:09.783,2024,10,Sunday,16,Afternoon,Medium
2024-10-20,card,ANON-0000-0000-0788,35.76,Latte,16:46:04.815,2024,10,Sunday,16,Afternoon,Medium
2024-10-20,card,ANON-0000-0000-0507,35.76,Latte,17:27:05.827,2024,10,Sunday,17,Evening,Medium
2024-10-20,card,ANON-0000-0000-0012,35.76,Cocoa,18:34:16.387,2024,10,Sunday,18,Evening,Medium
2024-10-20,card,ANON-0000-0000-0012,35.76,Cocoa,18:35:08.162,2024,10,Sunday,18,Evening,Medium
2024-10-20,card,ANON-0000-0000-0789,35.76,Hot Chocolate,21:14:18.045,2024,10,Sunday,21,Evening,Medium
2024-10-20,card,ANON-0000-0000-0790,25.96,Cortado,21:15:17.780,2024,10,Sunday,21,Evening,Low
2024-10-20,card,ANON-0000-0000-0791,35.76,Cocoa,21:17:26.865,2024,10,Sunday,21,Evening,Medium
2024-10-20,card,ANON-0000-0000-0792,35.76,Latte,21:25:00.085,2024,10,Sunday,21,Evening,Medium
2024-10-20,card,ANON-0000-0000-0550,35.76,Cappuccino,22:17:29.041,2024,10,Sunday,22,Evening,Medium
2024-10-21,card,ANON-0000-0000-0696,35.76,Latte,07:48:43.087,2024,10,Monday,7,Morning,Medium
2024-10-21,card,ANON-0000-0000-0097,35.76,Latte,08:19:56.383,2024,10,Monday,8,Morning,Medium
2024-10-21,card,ANON-0000-0000-0385,30.86,Americano with Milk,09:04:54.434,2024,10,Monday,9,Morning,Medium
2024-10-21,card,ANON-0000-0000-0793,35.76,Latte,09:34:25.547,2024,10,Monday,9,Morning,Medium
2024-10-21,card,ANON-0000-0000-0700,25.96,Americano,10:25:09.344,2024,10,Monday,10,Morning,Low
2024-10-21,card,ANON-0000-0000-0141,25.96,Cortado,10:41:44.725,2024,10,Monday,10,Morning,Low
2024-10-21,card,ANON-0000-0000-0141,25.96,Cortado,10:42:35.555,2024,10,Monday,10,Morning,Low
2024-10-21,card,ANON-0000-0000-0274,21.06,Espresso,11:27:41.654,2024,10,Monday,11,Morning,Low
2024-10-21,card,ANON-0000-0000-0751,35.76,Cappuccino,12:40:24.294,2024,10,Monday,12,Afternoon,Medium
2024-10-21,card,ANON-0000-0000-0794,35.76,Latte,14:42:56.049,2024,10,Monday,14,Afternoon,Medium
2024-10-21,card,ANON-0000-0000-0726,35.76,Latte,14:43:58.047,2024,10,Monday,14,Afternoon,Medium
2024-10-21,card,ANON-0000-0000-0795,30.86,Americano with Milk,15:27:02.441,2024,10,Monday,15,Afternoon,Medium
2024-10-21,card,ANON-0000-0000-0796,25.96,Cortado,15:39:04.686,2024,10,Monday,15,Afternoon,Low
2024-10-21,card,ANON-0000-0000-0225,35.76,Cocoa,16:42:57.468,2024,10,Monday,16,Afternoon,Medium
2024-10-21,card,ANON-0000-0000-0797,35.76,Latte,16:55:22.549,2024,10,Monday,16,Afternoon,Medium
2024-10-21,card,ANON-0000-0000-0798,35.76,Hot Chocolate,19:21:13.352,2024,10,Monday,19,Evening,Medium
2024-10-21,card,ANON-0000-0000-0799,35.76,Latte,21:05:36.106,2024,10,Monday,21,Evening,Medium
2024-10-21,card,ANON-0000-0000-0789,35.76,Cocoa,22:30:44.450,2024,10,Monday,22,Evening,Medium
2024-10-21,card,ANON-0000-0000-0791,35.76,Hot Chocolate,22:31:33.966,2024,10,Monday,22,Evening,Medium
2024-10-22,card,ANON-0000-0000-0696,35.76,Latte,07:32:59.530,2024,10,Tuesday,7,Morning,Medium
2024-10-22,card,ANON-0000-0000-0696,35.76,Cappuccino,07:34:00.044,2024,10,Tuesday,7,Morning,Medium
2024-10-22,card,ANON-0000-0000-0276,30.86,Americano with Milk,08:25:32.220,2024,10,Tuesday,8,Morning,Medium
2024-10-22,card,ANON-0000-0000-0800,25.96,Cortado,09:17:50.407,2024,10,Tuesday,9,Morning,Low
2024-10-22,card,ANON-0000-0000-0402,21.06,Espresso,10:51:32.286,2024,10,Tuesday,10,Morning,Low
2024-10-22,card,ANON-0000-0000-0402,25.96,Cortado,10:52:17.101,2024,10,Tuesday,10,Morning,Low
2024-10-22,card,ANON-0000-0000-0801,25.96,Americano,18:07:02.574,2024,10,Tuesday,18,Evening,Low
2024-10-22,card,ANON-0000-0000-0507,35.76,Hot Chocolate,19:46:39.213,2024,10,Tuesday,19,Evening,Medium
2024-10-22,card,ANON-0000-0000-0507,35.76,Latte,19:47:50.466,2024,10,Tuesday,19,Evening,Medium
2024-10-23,card,ANON-0000-0000-0696,35.76,Latte,07:58:06.767,2024,10,Wednesday,7,Morning,Medium
2024-10-23,card,ANON-0000-0000-0276,30.86,Americano with Milk,08:45:14.798,2024,10,Wednesday,8,Morning,Medium
2024-10-23,card,ANON-0000-0000-0141,25.96,Cortado,10:24:57.789,2024,10,Wednesday,10,Morning,Low
2024-10-23,card,ANON-0000-0000-0802,30.86,Americano with Milk,12:31:05.425,2024,10,Wednesday,12,Afternoon,Medium
2024-10-23,card,ANON-0000-0000-0803,30.86,Americano with Milk,16:20:02.262,2024,10,Wednesday,16,Afternoon,Medium
2024-10-23,card,ANON-0000-0000-0803,30.86,Americano with Milk,16:21:09.035,2024,10,Wednesday,16,Afternoon,Medium
2024-10-23,card,ANON-0000-0000-0804,35.76,Cappuccino,16:42:30.220,2024,10,Wednesday,16,Afternoon,Medium
2024-10-23,card,ANON-0000-0000-0805,21.06,Espresso,17:02:46.329,2024,10,Wednesday,17,Evening,Low
2024-10-23,card,ANON-0000-0000-0040,35.76,Cocoa,18:58:58.511,2024,10,Wednesday,18,Evening,Medium
2024-10-23,card,ANON-0000-0000-0040,35.76,Cappuccino,19:00:43.029,2024,10,Wednesday,19,Evening,Medium
2024-10-23,card,ANON-0000-0000-0518,30.86,Americano with Milk,21:57:20.745,2024,10,Wednesday,21,Evening,Medium
2024-10-23,card,ANON-0000-0000-0806,35.76,Hot Chocolate,21:58:23.747,2024,10,Wednesday,21,Evening,Medium
2024-10-23,card,ANON-0000-0000-0807,35.76,Latte,22:23:38.310,2024,10,Wednesday,22,Evening,Medium
2024-10-24,card,ANON-0000-0000-0808,25.96,Americano,12:07:46.562,2024,10,Thursday,12,Afternoon,Low
2024-10-24,card,ANON-0000-0000-0809,35.76,Cappuccino,13:23:59.581,2024,10,Thursday,13,Afternoon,Medium
2024-10-24,card,ANON-0000-0000-0804,35.76,Cappuccino,14:09:46.711,2024,10,Thursday,14,Afternoon,Medium
2024-10-24,card,ANON-0000-0000-0810,35.76,Hot Chocolate,14:49:01.859,2024,10,Thursday,14,Afternoon,Medium
2024-10-24,card,ANON-0000-0000-0810,35.76,Latte,14:49:49.340,2024,10,Thursday,14,Afternoon,Medium
2024-10-24,card,ANON-0000-0000-0788,35.76,Latte,15:47:32.792,2024,10,Thursday,15,Afternoon,Medium
2024-10-24,card,ANON-0000-0000-0788,35.76,Latte,15:48:29.937,2024,10,Thursday,15,Afternoon,Medium
2024-10-24,card,ANON-0000-0000-0811,25.96,Americano,18:53:47.318,2024,10,Thursday,18,Evening,Low
2024-10-24,card,ANON-0000-0000-0811,25.96,Americano,18:55:07.574,2024,10,Thursday,18,Evening,Low
2024-10-24,card,ANON-0000-0000-0507,35.76,Latte,19:50:18.736,2024,10,Thursday,19,Evening,Medium
2024-10-24,card,ANON-0000-0000-0812,25.96,Americano,20:44:11.476,2024,10,Thursday,20,Evening,Low
2024-10-24,card,ANON-0000-0000-0813,35.76,Hot Chocolate,21:14:44.888,2024,10,Thursday,21,Evening,Medium
2024-10-24,card,ANON-0000-0000-0813,35.76,Hot Chocolate,21:15:29.126,2024,10,Thursday,21,Evening,Medium
2024-10-24,card,ANON-0000-0000-0637,35.76,Hot Chocolate,21:56:20.063,2024,10,Thursday,21,Evening,Medium
2024-10-24,card,ANON-0000-0000-0637,35.76,Cappuccino,21:57:10.028,2024,10,Thursday,21,Evening,Medium
2024-10-25,card,ANON-0000-0000-0696,35.76,Cappuccino,07:38:11.145,2024,10,Friday,7,Morning,Medium
2024-10-25,card,ANON-0000-0000-0402,21.06,Espresso,07:45:22.853,2024,10,Friday,7,Morning,Low
2024-10-25,card,ANON-0000-0000-0570,35.76,Cocoa,08:10:04.813,2024,10,Friday,8,Morning,Medium
2024-10-25,card,ANON-0000-0000-0570,35.76,Latte,08:10:54.567,2024,10,Friday,8,Morning,Medium
2024-10-25,card,ANON-0000-0000-0084,35.76,Cocoa,08:18:49.780,2024,10,Friday,8,Morning,Medium
2024-10-25,card,ANON-0000-0000-0683,25.96,Americano,10:03:28.304,2024,10,Friday,10,Morning,Low
2024-10-25,card,ANON-0000-0000-0683,25.96,Americano,10:05:21.012,2024,10,Friday,10,Morning,Low
2024-10-25,card,ANON-0000-0000-0276,30.86,Americano with Milk,10:51:01.298,2024,10,Friday,10,Morning,Medium
2024-10-25,card,ANON-0000-0000-0012,35.76,Cocoa,11:49:42.876,2024,10,Friday,11,Morning,Medium
2024-10-25,card,ANON-0000-0000-0012,35.76,Cocoa,11:50:30.398,2024,10,Friday,11,Morning,Medium
2024-10-25,card,ANON-0000-0000-0141,25.96,Cortado,12:06:50.176,2024,10,Friday,12,Afternoon,Low
2024-10-25,card,ANON-0000-0000-0814,35.76,Latte,12:40:37.466,2024,10,Friday,12,Afternoon,Medium
2024-10-25,card,ANON-0000-0000-0137,35.76,Cappuccino,14:23:16.568,2024,10,Friday,14,Afternoon,Medium
2024-10-25,card,ANON-0000-0000-0815,35.76,Hot Chocolate,22:19:23.959,2024,10,Friday,22,Evening,Medium
2024-10-25,card,ANON-0000-0000-0815,21.06,Espresso,22:22:31.745,2024,10,Friday,22,Evening,Low
2024-10-26,card,ANON-0000-0000-0682,35.76,Cappuccino,07:49:59.226,2024,10,Saturday,7,Morning,Medium
2024-10-26,card,ANON-0000-0000-0141,25.96,Cortado,08:41:44.502,2024,10,Saturday,8,Morning,Low
2024-10-26,card,ANON-0000-0000-0334,35.76,Cappuccino,08:52:59.556,2024,10,Saturday,8,Morning,Medium
2024-10-26,card,ANON-0000-0000-0816,25.96,Americano,10:24:38.301,2024,10,Saturday,10,Morning,Low
2024-10-26,card,ANON-0000-0000-0040,35.76,Cocoa,12:18:09.342,2024,10,Saturday,12,Afternoon,Medium
2024-10-26,card,ANON-0000-0000-0817,35.76,Latte,13:03:31.039,2024,10,Saturday,13,Afternoon,Medium
2024-10-26,card,ANON-0000-0000-0276,35.76,Latte,14:34:58.654,2024,10,Saturday,14,Afternoon,Medium
2024-10-26,card,ANON-0000-0000-0276,30.86,Americano with Milk,14:36:14.943,2024,10,Saturday,14,Afternoon,Medium
2024-10-26,card,ANON-0000-0000-0141,25.96,Cortado,15:05:22.072,2024,10,Saturday,15,Afternoon,Low
2024-10-26,card,ANON-0000-0000-0141,25.96,Cortado,15:06:19.074,2024,10,Saturday,15,Afternoon,Low
2024-10-26,card,ANON-0000-0000-0818,35.76,Latte,15:38:28.729,2024,10,Saturday,15,Afternoon,Medium
2024-10-26,card,ANON-0000-0000-0818,35.76,Latte,15:39:29.573,2024,10,Saturday,15,Afternoon,Medium
2024-10-26,card,ANON-0000-0000-0819,30.86,Americano with Milk,15:52:01.660,2024,10,Saturday,15,Afternoon,Medium
2024-10-26,card,ANON-0000-0000-0820,30.86,Americano with Milk,15:53:21.506,2024,10,Saturday,15,Afternoon,Medium
2024-10-26,card,ANON-0000-0000-0715,35.76,Cappuccino,19:19:21.305,2024,10,Saturday,19,Evening,Medium
2024-10-26,card,ANON-0000-0000-0821,30.86,Americano with Milk,20:34:46.718,2024,10,Saturday,20,Evening,Medium
2024-10-27,card,ANON-0000-0000-0347,30.86,Americano with Milk,11:01:56.902,2024,10,Sunday,11,Morning,Medium
2024-10-27,card,ANON-0000-0000-0276,35.76,Latte,12:53:25.989,2024,10,Sunday,12,Afternoon,Medium
2024-10-27,card,ANON-0000-0000-0276,30.86,Americano with Milk,12:54:27.511,2024,10,Sunday,12,Afternoon,Medium
2024-10-27,card,ANON-0000-0000-0822,35.76,Cappuccino,13:43:46.609,2024,10,Sunday,13,Afternoon,Medium
2024-10-27,card,ANON-0000-0000-0507,35.76,Latte,16:17:06.175,2024,10,Sunday,16,Afternoon,Medium
2024-10-28,card,ANON-0000-0000-0696,35.76,Cappuccino,07:46:28.187,2024,10,Monday,7,Morning,Medium
2024-10-28,card,ANON-0000-0000-0823,25.96,Americano,08:01:12.299,2024,10,Monday,8,Morning,Low
2024-10-28,card,ANON-0000-0000-0683,35.76,Latte,08:35:02.901,2024,10,Monday,8,Morning,Medium
2024-10-28,card,ANON-0000-0000-0242,30.86,Americano with Milk,09:15:42.781,2024,10,Monday,9,Morning,Medium
2024-10-28,card,ANON-0000-0000-0824,35.76,Latte,11:42:36.495,2024,10,Monday,11,Morning,Medium
2024-10-28,card,ANON-0000-0000-0824,35.76,Latte,11:43:43.322,2024,10,Monday,11,Morning,Medium
